SNname,HostName,PSN,type,redshifts,OtherName,Nobs,targetids,SNra,SNdec,AV,AVerr,AVsour,HostRa,HostDec,Long,Lat,Redshift,Morphology,host_velocity,host_vel_err,host_vel_corr,host_vel_corr_err,Discover_date,Last_non-detection_date,template_status,max_ks,filters_used,notes,Explosion_Date,ExpDateReference,ExpDateReferenceLinks,ExpDateMethod,other_SNe,best_dm,best_dm_err,best_dm_method,best_dm_ref,Hubble_dm,Hubble_dm_err,Hubble_dm_ref,UVM2_DatPoints,Cep_dm,Cep_dm_err,Cep_dm_ref,SBF_dm,SBF_dm_err,SBF_dm_ref,TRGB_dm,TRGB_dm_err,TRGB_dm_ref,end
SN2008D,NGC 2770,,Ib,0.006494,,40,,'09:09:30.625,+33:08:20.16,0.061,0.0061,S_F_2011,9h09m33.622s,33d07m24.29s,191.569968,42.196854,0.006494,SA(s)c:,1947,2,2284,20,'2008-01-11,,done,30,,Soderberg  A. M.  et al. 2008  Nature  453  469 and Modjaz  M.  et al. 2009  ApJ  702  226,,,,,,32.16016728,0.619988375,HF,,32.16016728,0.619988375,,0,,,ref,,,ref,,,,end
SN2008dq,UGC 10214,,Ic,0.031358,,2,,'16:06:03.11,+55:25:37.4,0.02,0,"Brown_walker_2020,S_F_2011",16h06m03.94s,55d25m31.33s,85.760637,45.15944,0.031358,SB(s)c pec,9401,15,9798,21,'2008-06-25,,skip,6,,,x,,,,,35.57920778,0.363238006,HF,,35.57920778,0.363238006,,,,,ref,,,ref,,,,end
SN2008dx,NGC 4898A,,Ia-91bg,0.035,ROTSE3J1300143+275716,2,,'13:00:14.31,+27:57:16.4,0.027,0.0027,S_F_2011,13h00m17.6794s,27d57m18.9552s,56.2865696,87.8697268,0.023026,E              RET,6903,12,7481,30,'2008-06-24,,done,3,,,,,,,,34.90852688,0.376330385,HF,,34.90852688,0.376330385,,0,,,ref,,,ref,,,,end
SN2008eb,NGC 6574,,Ic,0.007612,,2,,'18:11:52.17,+14:58:50.6,0.472,0.0472,S_F_2011,18h11m51.2462s,14d58m54.7405s,42.145907,15.404586,0.007612,SAB(rs)bc:     Sy2,2282,5,2764,19,'2008-07-07,,skip,6,,,x,,,,,32.50491572,0.559207591,HF,,32.50491572,0.559207591,,,,,ref,,,ref,,,,end
SN2008ec,NGC 7469,,Ia,0.016317,,20,,'23:03:16.56,+08:52:19.8,0.184,0.0184,S_F_2011,23h03m15.674s,8d52m25.28s,83.0985253,-45.4666436,0.016317,(R')SAB(rs)a   Sy1.2,4892,2,4891,18,'2008-07-14,,done,6,,Milne  P. A.  et al. 2010  ApJ  721  1627,,,,,,34.16076976,0.402930632,HF,,34.16076976,0.402930632,,0,,,ref,,,ref,,,,end
SN2008es,A115649+5427,,SLSN-II,0.205,,22,,'11:56:49.13,+54:27:25.7,0.031,0.0031,S_F_2011,,,,,,,61757,1499,61970,1499,'2008-04-26,,done,11,,Gezari  S.  et al. 2009  ApJ  690  1313 and Miller  A. A.  et al. 2009  ApJ  690  1303,54590,,,ten days before first observation,,39.66676847,0.368177115,HF,,39.66676847,0.368177115,,10,,,ref,,,ref,,,,end
SN2008ex,UGC 11428,,IIn,0.013159,,2,,'19:20:28.68,+30:49:42.0,0.609,0.0609,S_F_2011,19h20m28.528s,30d49m31.8838s,63.618999,7.87922,0.013159,Scd:,3945,11,4322,20,'2008-08-17,,done,4,,,x,,,,,33.69357256,0.430130798,HF,,33.69357256,0.430130798,,0,,,ref,,,ref,,,,end
SN2008fz,A231616+1142,,Ic,0.133,,2,,'23:16:16.60,+11:42:47.5,0.114,0.0114,S_F_2011,,,,,,,,,,,'2008-09-22,,clean,3,,,x,,,,,,,,,,,,,,,ref,,,ref,,,,end
SN2008ge,NGC 1527,,Ia,0.004043,,4,,'04:08:24.68,-47:53:47.4,0.034,0.0034,S_F_2011,4h08m24.09s,-47d53m48.9692s,255.146056,-46.709611,0.004043,SA(r)0^0,1212,17,1112,22,'2008-10-08,,done,3,,,,,,,,31.28,0.22,SBF,SBF_Tonry_etal_2001,31.13085062,0.897910305,,0,,,ref,31.28,0.22,SBF_Tonry_etal_2001,,,,end
SN2008ha,UGC 12682,,Ia,0.004647,,2,,'23:34:52.69,+18:13:35.4,0.209,0.0209,S_F_2011,23h34m53.2116s,18d13m36.8436s,98.567376,-40.994964,0.004647,Im,1393,2,1494,17,'2008-11-07,,done,5,,Foley  R. J.  et al. 2009  AJ  138  376,,,,,,31.4330931,0.797470658,HF,,31.4330931,0.797470658,,0,,,ref,,,ref,,,,end
SN2008hs,NGC 910,,Ia,0.017369,,21,,'02:25:29.62,+41:50:35.1,0.154,0.0154,S_F_2011,2h25m26.772s,41d49m27.5s,141.108515,-17.705447,0.017369,E+,5207,21,5114,29,'2008-12-01,,done,4,,Brown  P. J. et al. 2012  ApJ  749  18,,,,,,34.29627541,0.397306918,HF,,34.29627541,0.397306918,,5,,,ref,,,ref,,,,end
SN2008hv,NGC 2765,,Ia,0.012549,,23,,'09:07:34.06,+03:23:32.1,0.086,0.0086,S_F_2011,9h07m36.6442s,3d23m34.5156s,226.665164,31.624165,0.012549,S0,3762,20,4071,34,'2008-12-02,,done,9,,Brown  P. J. et al. 2012  ApJ  749  18,,,,,,33.59043147,0.438095913,HF,,33.59043147,0.438095913,,16,,,ref,,,ref,,,,end
SN2008ij,NGC 6643,,II,0.00495,,17,,'18:19:51.81,+74:33:54.9,0.16,0.016,S_F_2011,18h19m46.37s,74d34m06.23s,105.535697,28.174695,0.00495,SA(rs)c,1484,1,1882,18,'2008-12-19,,done,24,,Pritchard  T. A.  et al. 2013  arXiv1303.1190,x,,,,,31.57050702,0.758059655,HF,,31.57050702,0.758059655,,7,,,ref,,,ref,,,,end
SN2008in,NGC 4303,,IIP,0.005224,,8,,'12:22:01.77,+04:28:47.5,0.05,0,"Brown_walker_2020,S_F_2011",12h21m54.9275s,4d28m25.5883s,284.3706957,66.275675,0.005224,SAB(rs)bc;HII  Sy2,1566,2,994,34,'2008-12-26,,done,5,,Roy  R.  et al. 2011  ApJ  736  76,2454825.6,Roy_etal_2011,https://ui.adsabs.harvard.edu/abs/2011ApJ...736...76R/abstract,early light fitting,,31.68729631,0.726894207,HF,Roy_etal_2011,31.68729631,0.726894207,,6,,,ref,,,ref,,,,end
SN2008iy,A160837+0416,,SLSN-II,0.0411,CSS080928160837+041626,3,31399,'16:08:37.23,+04:16:26.7,0.172,0.0172,S_F_2011,,,,,,,,,,,'2008-09-28,,GI12,7,all,Miller  A. A.  et al.  2010  MNRAS  404  305,,,,,,,,,,,,,1,,,ref,,,ref,,,,end
SN2008M,ESO 121-G26,,II ,0.007562,,6,,'06:21:41.28,-59:43:45.4,0.121,0.0121,S_F_2011,6h21m38.7258s,-59d44m23.7787s,268.865191,-26.871361,0.007562,SB(rs)c,2267,4,2221,21,'2008-01-15,,done,10,,Pritchard  T. A.  et al. 2013  arXiv1303.1190,x,,,,,32.49059512,0.561445054,HF,,32.49059512,0.561445054,,3,,,ref,,,ref,,,,end
SN2008Q,NGC 524,,Ia,0.007935,,16,,'01:24:57.23,+09:33:01.5,0.222,0.0222,S_F_2011,1h24m47.707s,9d32m19.65s,136.505581,-52.451554,0.008016,SA(rs)0+,2403,5,2344,15,'2008-01-26,,done,7,,Milne  P. A.  et al. 2010  ApJ  721  1627,,,,,,31.74,0.2,SBF,SBF_Jensen_etal_2003,32.61710637,0.54207878,,12,,,ref,31.74,0.2,SBF_Jensen_etal_2003,,,,end
SN2008S,NGC 6946,,IIn-Imp?,0.00016,,4,,'20:34:45.35,+60:05:57.8,0.917,0.0917,S_F_2011,20h34m52.332s,60d09m13.24s,95.7189315,11.6729771,0.000133,SAB(rs)cd;Sy2  HII,40,2,401,19,'2008-02-01,,done,5,,,,,,,,23.72363747,25.003661,HF,,23.72363747,25.003661,,0,,,ref,,,ref,,,,end
SN2009aj,ESO 221-G18,,II,0.009618,,1,,'13:56:45.33,-48:29:36.2,0.394,0.0394,S_F_2011,13h56m45.0235s,-48d29m50.1118s,313.952725,12.972431,0.009618,Sa?,2883,8,4352,112,'2009-02-24,,done,,,,x,,,,,33.01256073,0.490987028,HF,,33.01256073,0.490987028,,1,,,ref,,,ref,,,,end
SN2009an,NGC 4332,,Ia,0.009233,,13,,'12:22:47.40,+65:51:04.0,0.05,0.005,S_F_2011,12h22m46.82s,65d50m37.31s,127.586327,51.024785,0.009233,SB(s)a         HII,2768,28,3194,33,'2009-02-27,,done,14,,Milne  P. et al. 2013  arXiv:1308.2703,,,,,,32.92416795,0.503625489,HF,,32.92416795,0.503625489,,7,,,ref,,,ref,,,,end
SN2009at,NGC 5301,,II,0.005014,,3,,'13:46:26.68,+46:06:08.7,0.046,0.0046,S_F_2011,13h46m24.609s,46d06m26.66s,96.699973,68.121083,0.005014,SA(s)bc: sp,1503,23,2071,34,'2009-03-11,,done,3,,Pritchard  T. A.  et al. 2013  arXiv1303.1190,x,,,,,31.59813242,0.754380272,HF,,31.59813242,0.754380272,,,,,ref,,,ref,,,,end
SN2009au,ESO 443-G21,,IIn,0.009404,,1,,'12:59:46.00,-29:36:07.5,0.245,0.0245,S_F_2011,12h59m45.894s,-29d36m00.98s,305.096065,33.236567,0.009404,Scd: sp        HII,2819,8,2448,34,'2009-03-11,,done,8,,,x,,,,,32.9638129,0.496590419,HF,,32.9638129,0.496590419,,,,,ref,,,ref,,,,end
SN2009ay,NGC 6479,,II,0.022182,,2,,'17:48:22.97,+54:08:54.7,0.095,0,"Brown_walker_2020,S_F_2011",17h48m21.5875s,54d08m56.4765s,81.949637,30.747427,0.022182,Sc,6650,43,7020,46,'2009-03-20,,done,4,,,x,,,,,34.82744574,0.379765029,HF,,34.82744574,0.379765029,,0,,,ref,,,ref,,,,end
SN2009bb,NGC 3278,,Ic,0.009877,,6,,'10:31:33.92,-39:57:28.2,0.263,0.0263,S_F_2011,10h31m35.387s,-39d57m16.63s,275.821074,15.443059,0.009877,SA(s)c?        HII,2961,37,2912,44,'2009-03-21,,done,7,,Pignata  G.  et al. 2011  ApJ  728  14,JD 2454909.6,Pignata_etal_2011,https://ui.adsabs.harvard.edu/abs/2011ApJ...728...14P/abstract,,,33.07052955,0.488389404,HF,Pignata_etal_2011,33.07052955,0.488389404,,0,,,ref,,,ref,,,,end
SN2009bw,UGC 2890,,II,0.003853,,6,,'03:56:06.92,+72:55:40.9,0.616,0.0616,S_F_2011,3h56m04.44s,72d55m18.5s,135.58522,14.763487,0.003853,Sdm pec:,1155,6,1420,16,'2009-03-27,,done,7,,Inserra  C.  et al. 2012MNRAS.422.1122I,,,,,,31.02624744,0.933192939,HF,,31.02624744,0.933192939,,3,,,ref,,,ref,,,,end
SN2009cz,NGC 2789,,Ia,0.021138,,11,,'09:15:00.02,+29:44:07.1,0.07,0.007,S_F_2011,9h14m59.6639s,29d43m48.9141s,196.3683315,42.7798637,0.02116,S0/a,6344,3,6639,17,'2009-04-06,,done,6,,Milne  P. et al. 2013  arXiv:1308.2703,,,,,,34.72515339,0.381334295,HF,,34.72515339,0.381334295,,6,,,ref,,,ref,,,,end
SN2009dc,UGC 10064,,Ia-SC,0.021391,,4,,'15:51:12.12,+25:42:28.0,0.16,0,"Brown_walker_2020,S_F_2011",15h51m13.2752s,25d42m06.784s,41.4356,49.937713,0.021391,S0,6413,21,7012,32,'2009-04-09,,done,5,,Silverman  J. M.  et al. 2011  MNRAS  410  585,,,,,,34.74864372,0.380981008,HF,,34.74864372,0.380981008,,5,,,ref,,,ref,,,,end
SN2009dd,NGC 4088,,II,0.002524,,5,,'12:05:34.10,+50:32:18.6,0.053,0.0053,S_F_2011,12h05m34.2189s,50d32m21.0319s,140.335155,65.011157,0.002524,SAB(rs)bc      HII,757,1,1112,16,'2009-04-13,,fillin,9,,Pritchard  T. A.  et al. 2013  arXiv1303.1190,,,,,,30.10881692,1.365891053,HF,,30.10881692,1.365891053,,,,,ref,,,ref,,,,end
SN2009dr,PTF09dh HOST,,SNIc,0.077,PTF09dh,,,14 44 42.0726,+49 43 45.1304,,,,,,86.774158,58.690132,0.100000,,29979.0,0.0,30328.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2009gf,NGC 5525,,Ia,0.018523,,21,,'14:15:37.11,+14:16:48.6,0.068,0.0068,S_F_2011,14h15m39.236s,14d16m57.62s,3.951096,66.548265,0.018523,S0,5553,26,6213,43,'2009-06-15,,done,7,,,,,,,,34.43597589,0.39184329,HF,,34.43597589,0.39184329,,8,,,ref,,,ref,,,,end
SN2009gj,NGC 134,,IIb,0.005277,,3,,'00:30:28.56,-33:12:56.0,0.03,0,"Brown_walker_2020,S_F_2011",0h30m21.893s,-33d14m43.26s,338.307087,-82.377976,0.005277,SAB(s)bc       HII,1582,3,1573,11,'2009-06-20,,done,5,,,,,,,,31.70936991,0.721261262,HF,,31.70936991,0.721261262,,0,,,ref,,,ref,,,,end
SN2009hd,NGC 3627,,II,0.002425,,3,,'11:20:16.99,+12:58:46.3,0.07,0,"Brown_walker_2020,S_F_2011",11h20m15.026s,12d59m28.64s,241.9607728,64.4184756,0.002425,SAB(s)b;LINER  Sy2,727,3,477,13,'2009-07-02,,done,3,,,,,,,,30.02100957,1.418813853,HF,,30.02100957,1.418813853,,1,,,ref,,,ref,,,,end
SN2009ig,NGC 1015,,Ia,0.00877,,35,,'02:38:11.62,-01:18:45.3,0.086,0.0086,S_F_2011,2h38m11.565s,-1d19m07.02s,172.188547,-53.65391,0.00877,SB(r)a:,2629,6,2534,11,'2009-08-20,,done,18,,Foley  R.  et al. 2012  ApJ  744  38 and Brown  P. J. et al. 2012  ApJ  749  18,,,,,,32.503,0.0815,Cepheid,Cepheids_Riess_etal_2016,32.81229045,0.515147481,,16,32.503,0.0815,Cepheids_Riess_etal_2016,,,ref,,,,end
SN2009ip,NGC 7259,,imp-IIn,0.005944,,119,,'22:23:08.3,-28:56:52,0.045,0,"Brown_walker_2020,S_F_2011",22h23m05.5451s,-28d57m17.4766s,20.887687,-57.34902,0.005944,Sb,1782,5,1886,13,'2009-08-26,,done,10,,Fraser  M.  et al. 2013  MNRAS  433  1312 and Pastorello  A.  et al 2013  ApJ  767  1 and Margutti  R.  et al. 2013arXiv1306.0038M,,,,,,31.96787602,0.660052079,HF,,31.96787602,0.660052079,,58,,,ref,,,ref,,,,end
SN2009iz,UGC 2175,,Ib,0.014196,,4,,'02:42:15.41,+42:23:50.1,0.227,0.0227,S_F_2011,2h42m16.5466s,42d23m35.6808s,143.855619,-15.930837,0.014196,SAB(s)bc,4256,23,4194,29,'2009-09-19,,done,4,,,,,,,,33.85834561,0.420119889,HF,,33.85834561,0.420119889,,0,,,ref,,,ref,,,,end
SN2009jb,A172341+3029,,Ia,0.03,PTF09dnl,3,,'17:23:41.76,+30:29:50.64,0.115,0.0115,S_F_2011,,,,,,,,,,,'2009-09-17,,done,7,,Milne  P. et al. 2013  arXiv:1308.2703,,,,,,,,,,,,,0,,,ref,,,ref,,,,end
SN2009jf,NGC 7479,,Ib,0.007942,,16,,'23:04:52.98,+12:19:59.5,0.303,0.0303,S_F_2011,23h04m56.668s,12d19m22.36s,86.270769,-42.841757,0.007942,SB(s)c;LINER   Sy2,2381,1,2458,17,'2009-09-27,,done,4,,Valenti  S.  et al. 2011   MNRAS  416  3138,55099,Valenti_etal_2011,https://ui.adsabs.harvard.edu/abs/2011MNRAS.416.3138V/abstract,tight non-detections,,32.59713449,0.544940938,HF,Valenti_etal_2011,32.59713449,0.544940938,,,,,ref,,,ref,,,,end
SN2009jh,WISEA J144910.66+292510.6,,SLSN-I,0.35,PTF09cwl,,,14 49 10.1085,+29 25 11.6792,,,,14h49m10.6625748s,29d25m10.6349232s,44.965613,64.043982,0.350000,Extended Src [SDSS],104927.0,0.0,105324.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2009jh,A144910+2925,,SLSN-I,0.349,PTF09cwl,1,,'14:49:10.09,+29:25:10.4,0.043,0.0043,S_F_2011,,,,,,,,,,,'2009-08-02,,done,4,u UV,,,,,,,,,,,,,,0,,,ref,,,ref,,,,end
SN2009jr,IC 1320,,Ia,0.016548,,7,,'20:26:26.03,+02:54:32.1,0.361,0.0361,S_F_2011,20h26m25.6801s,2d54m34.9513s,46.969956,-19.559956,0.016548,SB(s)b?,4961,18,5236,24,'2009-10-08,,done,4,,,,,,,,34.19118365,0.401900191,HF,,34.19118365,0.401900191,,0,,,ref,,,ref,,,,end
SN2009kr,NGC 1832,,IIn/L?,0.006468,,4,,'05:12:03.30,-15:41:52.2,0.196,0.0196,S_F_2011,5h12m03.332s,-15d41m16.01s,216.612198,-28.902177,0.006468,SB(r)bc,1939,5,1912,12,'2009-11-06,,done,3,,Pritchard  T. A.  et al. 2013  arXiv1303.1190,,,,,,32.15122656,0.621857452,HF,,32.15122656,0.621857452,,7,,,ref,,,ref,,,,end
SN2009ll,ESO 122-G4,,IIP,0.044537,,4,,'06:42:12.52,-61:04:27.2,0.28,0.028,S_F_2011,6h42m13.0986s,-61d04m14.7726s,270.817132,-24.607306,0.044537,SB(r)a,13352,45,13496,55,'2009-11-12,,done,3,,,,,,,,36.34106914,0.355607262,HF,,36.34106914,0.355607262,,0,,,ref,,,ref,,,,end
SN2009lm,NGC 2980,,IIP,0.01908,,12,,'09:43:12.07,-09:36:19.9,0.141,0.0141,S_F_2011,9h43m11.96s,-9d36m44.64s,245.151949,31.442328,0.01908,SAB(s)c?       HII,5720,9,6123,38,'2009-11-17,,done,4,all 6,,,,,,,34.50031766,0.388830304,HF,,34.50031766,0.388830304,,0,,,ref,,,ref,,,,end
SN2009mg,ESO 121-G26,,IIb,0.007562,,26,,'06:21:44.86,-59:44:26.0,0.121,0.0121,S_F_2011,6h21m38.7258s,-59d44m23.7787s,268.865191,-26.871361,0.007562,SB(rs)c,2267,4,2221,21,'2009-12-07,,done,4,,Oates  S. R.  et al. 2012  MNRAS  424  1297,,,,,,32.49059512,0.561445054,HF,,32.49059512,0.561445054,,0,,,ref,,,ref,,,,end
SN2009mi,IC 2151,,Ic,0.010377,,2,,'05:52:38.23,-17:47:02.5,0.195,0.0195,S_F_2011,5h52m36.423s,-17d47m14.5s,222.886455,-20.759763,0.010377,(R':)SB(s)c,3111,10,3127,19,'2009-12-12,,done,6,,,x,,,,,33.17783757,0.473439846,HF,,33.17783757,0.473439846,,0,,,ref,,,ref,,,,end
SN2009mk,ESO 293-G34,,IIb,0.005043,,20,,'00:06:21.37,-41:28:59.8,0.045,0.0045,S_F_2011,0h06m19.915s,-41d29m59.64s,332.820939,-72.908685,0.005043,SB(s)cd pec sp,1512,6,1510,12,'2009-12-15,,done,3,,,,,,,,31.61109647,0.747244748,HF,,31.61109647,0.747244748,,0,,,ref,,,ref,,,,end
SN2009N,NGC 4487,,IIP,0.003449,,6,,'12:31:09.46,-08:02:56.3,0.056,0.0056,S_F_2011,12h31m04.4738s,-8d03m14.5454s,294.235246,54.473621,0.003456,SAB(rs)cd,1036,2,940,14,'2009-01-24,,done,,,Pritchard  T. A.  et al. 2013  arXiv1303.1190,x,,,,,30.79013629,1.025848853,HF,,30.79013629,1.025848853,,2,,,ref,,,ref,,,,end
SN2009Y,NGC 5728,,Ia,0.009353,,36,,'14:42:23.68,-17:14:48.3,0.273,0.0273,S_F_2011,14h42m23.928s,-17d15m11.41s,337.3244597,38.0985382,0.009353,(R_1)SAB(r)a;HII Sy2,2804,20,3000,28,'2009-02-01,,done,,,,,,,,,32.95222756,0.499021556,HF,,32.95222756,0.499021556,,9,,,,,,ref,,,,end
SN2010ae,ESO 162-G17,,Ia-p,0.003662,,15,,'07:15:54.65,-57:20:36.9,0.378,0.0378,S_F_2011,7h15m54.523s,-57d20m36.39s,268.255347,-19.433995,0.003662,Sb? pec sp,1098,5,944,19,'2010-02-22,,done,3,,,,,,,,30.91634922,0.974957148,HF,,30.91634922,0.974957148,,0,,,ref,,,ref,,,,end
SN2010ah,SDSS J114402.97+554122.8,,SNIc-BL,0.049,PTF10bzf,,,11 44 03.0313,+55 41 27.4805,,,,11h44m02.985s,55d41m22.62012s,141.400513,58.956494,0.049800,Extended Src [SDSS],14930.0,0.0,15235.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2010ah,A114403+5541,,Ic,0.0498,PTF10bzf,13,,'11:44:02.99,+55:41:27.6,0.031,0.0031,S_F_2011,,,,,,,,,,,'2010-02-23,,done,5,,Corsi  A. et al. 2011  ApJ  741  76,MJD 55274,Mazzali_etal_2013,https://ui.adsabs.harvard.edu/abs/2013MNRAS.432.2463M/abstract,,,,,,,,,,,,,ref,,,ref,,,,end
SN2010al,UGC 4286,,IIn,0.0172,,18,,'08:14:15.91,+18:26:18.2,0.126,0.0126,S_F_2011,8h14m16.4816s,18d26m26.2989s,204.688601,26.2827,0.017155,SBb,5143,10,5359,19,'2010-03-13,,done,8,,Pritchard  T. A.  et al. 2013  arXiv1303.1190,,,,,,34.26942014,0.398075784,HF,,34.26942014,0.398075784,,9,,,ref,,,ref,,,,end
SN2010b,NGC 5370,,Ia,0.01,,,,208.536507,60.680669,,,,13h54m09.3709056s,60d40m40.949904s,109.656931,54.804315,0.010124,SB(r)0^0^,3035.0,2.0,3509.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2010bj,NGC 2357,,IIP,0.007589,,3,,'07:17:43.21,+23:21:03.8,0.15,0,"Brown_walker_2020,S_F_2011",7h17m40.981s,23d21m24.28s,194.440915,15.910809,0.007589,Sc,2275,2,2444,12,'2010-03-27,,done,7,,,,,,,,32.49824452,0.560174949,HF,,32.49824452,0.560174949,,1,,,ref,,,ref,,,,end
SN2010br,NGC 4051,,Ibc,0.002336,,2,,'12:03:10.95,+44:31:43.1,0.035,0.0035,S_F_2011,12h03m09.6099s,44d31m52.6937s,148.8830878,70.0852223,0.002336,SAB(rs)bc;Sy1.2Sy1.5,700,1,943,10,'2010-04-10,,skip,6,,,,,,,,29.93882772,1.470180471,HF,,29.93882772,1.470180471,,,,,ref,,,ref,,,,end
SN2010bt,NGC 7130,,IIn,0.016151,,10,,'21:48:20.22,-34:57:16.5,0.077,0.0077,S_F_2011,21h48m19.49s,-34d57m04.73s,9.9433508,-50.3523722,0.016151,Sa pec;LINER;Sy2;HII,4842,15,5016,23,'2010-04-17,,done,3,,Pritchard  T. A.  et al. 2013  arXiv1303.1190,,,,,,34.13846144,0.404297265,HF,,34.13846144,0.404297265,,0,,,Jones_etal_HSTobs_pending,,,ref,,,,end
SN2010bv,ESO 533-G4,,Ia,0.008659,,1,,'22:14:01.89,-26:55:44.6,0.06,0,"Brown_walker_2020,S_F_2011",22h14m03.018s,-26d56m15.77s,24.001177,-55.09901,0.008659,Scd,2596,3,2724,14,'2010-04-19,,skip,1,,,,,,,,32.78486096,0.518634622,HF,,32.78486096,0.518634622,,,,,ref,,,ref,,,,end
SN2010C,NGC 3428,,LBV,0.026758,,3,,'10:51:29.79,+09:16:33.6,0.084,0.0084,S_F_2011,10h51m29.517s,9d16m46.44s,239.463548,56.542719,0.026758,SAB(s)b,8022,2,8504,32,'2010-01-10,,done,10,,,,,,,,35.23475081,0.368923083,HF,,35.23475081,0.368923083,,,,,ref,,,ref,,,,end
SN2010cn,A110406+0449,,Ib,0.026,,19,,'11:04:06.57,+04:49:58.7,0.127,0.0127,S_F_2011,,,,,,,,,,,'2010-05-04,,done,3,,,update type,,,,,,,,,,,,0,,,ref,,,ref,,,,end
SN2010cr,NGC 5177,,Ia,0.02157,PTF10fps,15,31706,'13:29:25.03,+11:47:46.4,0.08,0,"Brown_walker_2020,S_F_2011",13h29m24.2594s,11d47m49.3224s,334.935632,72.267083,0.02157,S0,6467,29,7118,47,'2010-05-15,,done,4,,,,,,,,34.76685182,0.380758199,HF,,34.76685182,0.380758199,,5,,,ref,,,ref,,,,end
SN2010da,NGC 300,,LBV,0.00048,,20,,'00:55:04.86,-37:41:43.7,0.034,0.0034,S_F_2011,0h54m53.446s,-37d41m03.183s,299.208651,-79.418818,0.00048,SA(s)d,144,1,109,2,'lumi-ou- b,,done,6,,,,,,,,26.50514998,6.953206278,HF,,26.50514998,6.953206278,,17,,,ref,,,ref,,,,end
SN2010dn,NGC 3184,,LBV,0.001975,,3,,'10:18:19.89,+41:26:28.8,0.045,0.0045,S_F_2011,10h18m16.985s,41d25m27.77s,178.335713,55.637628,0.001975,SAB(rs)cd      HII,592,1,739,7,'lumi-ou- b,,asdoneasitcanbe,8,,,,,,onlybvobservableduetochangeinbrightstarcatalog,,29.57494605,1.724527391,HF,,29.57494605,1.724527391,,,,,ref,,,ref,,,,end
SN2010dv,NGC 3903,,?,0.009924,,4,31735,'11:49:03.43,-37:30:59.7,0.235,0.0235,S_F_2011,11h49m03.5196s,-37d31m01.8827s,289.464013,23.71791,0.009924,SAB(rs)c pec:  HII,2975,5,2650,28,'2010-06-04,,done,3,,,,,,,,33.08077237,0.483342797,HF,,33.08077237,0.483342797,,0,,,ref,,,ref,,,,end
SN2010el,NGC 1566,,Ia-p,0.005017,,8,,'04:19:58.83,-54:56:38.5,0.024,0.0024,S_F_2011,4h20m00.402s,-54d56m16.5781s,264.310155,-43.393163,0.005017,(R'_1)SAB(rs)bcSy1,1504,2,1413,15,'2010-06-19,,done,2,,,,,,,,31.5995767,0.750127324,HF,,31.5995767,0.750127324,,0,,,ref,,,ref,,,,end
SN2010ev,NGC 3244,,Ia,0.009211,,15,,'10:25:28.99,-39:49:51.2,0.278,0.0278,S_F_2011,10h25m28.85s,-39d49m39.23s,274.727023,14.919169,0.009211,SA(rs)cd       HII,2761,7,2697,24,'2010-06-27,,done,18,,,,,,,,32.91866955,0.501900223,HF,,32.91866955,0.501900223,,4,,,ref,,,ref,,,,end
SN2010F,NGC 3120,,II,0.00931,,21,,'10:05:21.05,-34:13:21.0,0.291,0.0291,S_F_2011,10h05m23.0158s,-34d13m11.8882s,267.936445,17.134983,0.00931,Sc             HII,2791,2,2828,25,'2010-01-13,,done,3,,Pritchard  T. A.  et al. 2013  arXiv1303.1190,,,,,,32.9421367,0.498949968,HF,,32.9421367,0.498949968,,6,,,ref,,,ref,,,,end
SN2010fy,A052452-4646,,Ia,0.049,,5,,'05:24:52.46,-46:46:37.1,0.08,0.008,S_F_2011,,,,,,,,,,,'2010-07-07,,done,3,,,,,,,,,,,,,,,0,,,ref,,,ref,,,,end
SN2010gn,SDSS J171750.05+405252.5,,Ia,0.0365,PTF10mwb,15,,'17:17:50.11,+40:52:52.6,0.082,0.0082,S_F_2011,17h17m50.0484s,40d52m52.59s,65.638021,34.450002,0.031,Extended Src [SDSS],9294,0,9722,16,'2010-07-07,,done,5,,Milne  P. et al. 2013  arXiv:1308.2703,,,,,,35.55435086,0.363510983,HF,,35.55435086,0.363510983,,2,,,ref,,,ref,,,,end
SN2010gp,NGC 6240,,Ia,0.02448,,20,,'16:52:57.39,+02:23:16.4,0.204,0.0204,S_F_2011,16h52m58.861s,2d24m03.55s,20.728931,27.291066,0.02448,I0: pec;LINER  Sy2,7339,9,7942,29,'2010-07-14,,done,3,all,,,,,,PS1-14xw,35.04152196,0.37305121,HF,,35.04152196,0.37305121,,0,,,ref,,,ref,,,,end
SN2010gs,MCG -01-53-07,,II,0.027135,,16,,'20:45:39.51,-05:35:11.8,0.148,0.0148,S_F_2011,20h45m39.7756s,-5d35m23.9483s,41.405875,-27.893238,0.027135,Sc,8135,25,8337,29,'2010-08-01,,done,3,,Pritchard  T. A.  et al. 2013  arXiv1303.1190,,,,,,35.2651253,0.368659853,HF,,35.2651253,0.368659853,,2,,,ref,,,ref,,,,end
