"Name","IAUname","RA","DEC","Type","Redshift","Spectra_No"
"PTF11cml",NULL,"185.13769","46.666092","SN Ia","0.132","1"
"PTF11cmp",NULL,"168.583834","52.81221","SN Ia","0.114","1"
"PTF11cmv",NULL,"186.835816","12.971842","SN Ia","0.128","1"
"PTF11cmw",NULL,"179.742227","56.188625","SN Ia","0.06","2"
"PTF11cnc",NULL,"189.755191","8.839848","SN Ia","0.071","1"
"PTF11cnx",NULL,"209.212824","20.891691","SN Ia","0.14","1"
"PTF11crr",NULL,"213.165934","7.982649","SN Ia","0.13","1"
"PTF11ctn",NULL,"211.722367","40.220537","SN Ia","0.079","1"
"PTF11cus",NULL,"202.954047","40.634057","SN Ia","0.2","1"
"PTF11cve",NULL,"193.376714","-10.033319","SN Ia","0.12","1"
"PTF11cxs",NULL,"219.399062","24.258067","SN Ia","0.12","1"
"PTF11cyp",NULL,"197.153951","21.605536","SN Ia","0.16","1"
"PTF11cyv",NULL,"257.128034","60.273331","SN Ia","0.115","1"
"PTF11czq",NULL,"179.742227","56.188625","SN Ia","0.06","2"
"PTF11czz",NULL,"186.748361","5.7393","SN Ia","0.083","1"
"PTF11daj",NULL,"150.16688","2.15503","SN Ia","0.106","1"
"PTF11ddx",NULL,"185.28584","64.447891","SN Ia","0.13","1"
"PTF11dec",NULL,"214.66682","54.183077","SN Ia","0.097","1"
"PTF11deg",NULL,"213.958842","30.71229","SN Ia","0.063","1"
"PTF11dej",NULL,"213.976399","30.369419","SN Ia","0.082","1"
"PTF11dfv",NULL,"250.199332","27.905523","SN Ia","0.136","1"
"PTF11dhq",NULL,"240.968105","24.971889","SN Ia","0.088","1"
"PTF11dhw",NULL,"219.63863","29.621653","SN Ia","0.15","1"
"PTF11dif",NULL,"213.966976","35.739987","SN Ia","0.059","1"
"PTF11dll",NULL,"240.17018","58.317444","SN Ia","0.153","1"
"PTF11dlp",NULL,"254.75704","38.12903","SN Ia","0.09","1"
"PTF11dmi",NULL,"250.97771","26.53181","SN Ia","0.1","1"
"PTF11dn",NULL,"141.778415","50.067194","SN Ia","0.151","1"
"PTF11dqf",NULL,"253.57213","27.36514","SN Ia","0.161","1"
"PTF11drd",NULL,"250.72388","33.75181","SN Ia","0.185","1"
"PTF11drz",NULL,"212.26313","32.41561","SN Ia","0.0564","2"
"PTF11dsa",NULL,"243.04675","29.59028","SN Ia","0.16","1"
"PTF11dsb",NULL,"244.64838","32.69683","SN Ia","0.19","3"
"PTF11dsn",NULL,"238.92108","29.6205","SN Ia","0.15","1"
"PTF11dtm",NULL,"184.066012","18.790431","SN Ia","0.112","1"
"PTF11dva",NULL,"194.210341","20.531259","SN Ia","0.065","1"
"PTF11dwn",NULL,"216.092706","34.809396","SN Ia","0.181","1"
"PTF11dws",NULL,"184.778497","47.355799","SN Ia","0.15","1"
"PTF11dxu","2011dz","243.1868","28.283968","SN Ia","0.0245","3"
"PTF11dzm",NULL,"199.515367","42.176136","SN Ia","0.04","2"
"PTF11ecn",NULL,"253.948276","37.992421","SN Ia","0.062","4"
"PTF11egb",NULL,"280.69979","47.56111","SN Ia","0.132","1"
"PTF11egs",NULL,"233.914857","22.985165","SN Ia","0.131","1"
"PTF11eid",NULL,"236.106775","16.698245","SN Ia","0.2","1"
"PTF11eie",NULL,"228.55047","20.775675","SN Ia","0.0395","4"
"PTF11ein",NULL,"223.652889","22.468934","SN Ia","0.12","1"
"PTF11elc",NULL,"228.69208","28.89647","SN Ia","0.2","1"
"PTF11elh",NULL,"201.936","47.38281","SN Ia","0.09","1"
"PTF11emr","2011et","232.506317","24.874818","SN Ia","0.09","1"
"PTF11eot",NULL,"190.781635","0.011325","SN Ia","0.09","1"
"PTF11eql",NULL,"186.64925","8.621105","SN Ia","0.085","1"
"PTF11erh",NULL,"245.303625","37.99955","SN Ia","0.137","1"
"PTF11fjw",NULL,"211.276076","35.438632","SN Ia","0.193","1"
"PTF11foq",NULL,"253.485199","26.778705","SN Ia","0.22","1"
"PTF11for",NULL,"188.529633","11.491955","SN Ia","0.128","1"
"PTF11fp","2011L","355.048","27.428389","SN Ia","0.031","1"
"PTF11fqf",NULL,"212.917033","59.689615","SN Ia","0.14","1"
"PTF11fqh",NULL,"238.231177","41.966403","SN Ia","0.19","1"
"PTF11fqj",NULL,"240.58088","41.51611","SN Ia","0.1841","2"
"PTF11fsv",NULL,"314.723738","-3.994938","SN Ia","0.12","1"
"PTF11ftp",NULL,"356.25375","30.44942","SN Ia","0.13","2"
"PTF11ftz",NULL,"328.674312","-1.284505","SN Ia","0.12","1"
"PTF11fuz",NULL,"258.700669","65.477054","SN Ia","0.1","1"
"PTF11fvq",NULL,"9.41588","40.67869","SN Ia","0.08","2"
"PTF11fwe",NULL,"253.070679","27.366105","SN Ia","0.054","1"
"PTF11fxh",NULL,"323.822181","4.719227","SN Ia","0.1325","1"
"PTF11gal",NULL,"202.36217","47.86819","SN Ia","0.15","2"
"PTF11gbd",NULL,"259.313664","55.986514","SN Ia","0.16","1"
"PTF11gcb",NULL,"248.02392","25.78383","SN Ia","0.19","2"
"PTF11gcc",NULL,"194.028687","29.287192","SN Ia","0.087","2"
"PTF11gcd",NULL,"225.11027","1.327055","SN Ia","0.15","1"
"PTF11gdh",NULL,"195.15858","28.05672","SN Ia","0.026151","3"
"PTF11gdm",NULL,"254.098736","41.504207","SN Ia","0.143","2"
"PTF11gdx",NULL,"315.00483","-14.84744","SN Ia","0.079","1"
"PTF11ghq",NULL,"257.856608","26.126766","SN Ia","0.169","1"
"PTF11gin",NULL,"252.909328","32.158379","SN Ia","0.163","1"
"PTF11gjb",NULL,"253.729429","31.969978","SN Ia","0.125","1"
"PTF11gjh",NULL,"248.057575","38.655648","SN Ia","0.0393","3"
"PTF11gjn",NULL,"211.73796","55.07525","SN Ia","0.251","4"
"PTF11gjo",NULL,"248.336799","33.138072","SN Ia","0.22","1"
"PTF11glq",NULL,"247.75058","21.28156","SN Ia","0.156","2"
"PTF11gnj",NULL,"249.363769","27.169875","SN Ia","0.131","1"
"PTF11gpb",NULL,"256.307815","31.939194","SN Ia","0.16","1"
"PTF11gvi",NULL,"248.620958","33.503531","SN Ia","0.218","0"
"PTF11hfu",NULL,"320.307628","2.319986","SN Ia","0.038","3"
"PTF11htb",NULL,"328.904425","0.692265","SN Ia","0.05","3"
"PTF11hub",NULL,"198.248098","47.461201","SN Ia","0.0287","3"
"PTF11hyh",NULL,"26.460417","14.583347","SN Ia","0.06","1"
"PTF11hzx",NULL,"327.671537","18.109546","SN Ia","0.2287","8"
"PTF11icm",NULL,"210.247656","52.871514","SN Ia","0.08","3"
"PTF11iho",NULL,"264.276916","34.489364","SN Ia","0.07","1"
"PTF11ihr",NULL,"26.033605","12.803184","SN Ia","0.06","1"
"PTF11iid",NULL,"267.032311","57.766133","SN Ia","0.07","1"
"PTF11ijp",NULL,"326.796412","-1.21757","SN Ia","0.131","1"
"PTF11ikv",NULL,"338.593563","27.627333","SN Ia","0.114","1"
"PTF11ilj",NULL,"8.933562","38.668494","SN Ia","0.1","2"
"PTF11imf",NULL,"40.438975","40.038746","SN Ia","0.12","1"
"PTF11ipz",NULL,"321.268338","-3.842506","SN Ia","0.163","1"
"PTF11ivb",NULL,"9.377973","2.911587","SN Ia","0.07","2"
"PTF11ixp",NULL,"346.354742","16.122931","SN Ia","0.154","1"
"PTF11izs",NULL,"257.695092","39.142419","SN Ia","0.075","2"
"PTF11jar",NULL,"251.549588","54.567493","SN Ia","0.11","1"
"PTF11jaw",NULL,"248.07527","40.89852","SN Ia","0.14","1"
"PTF11jaz",NULL,"251.233052","38.61101","SN Ia","0.16","1"
"PTF11jba",NULL,"248.972591","22.151474","SN Ia","0.16","1"
"PTF11jct",NULL,"28.336157","27.06847","SN Ia","0.1","1"
"PTF11jd",NULL,"138.802534","-22.746634","SN Ia","0.05","1"
"PTF11jfm",NULL,"274.0183","24.086469","SN Ia","0.06","3"
"PTF11jgq",NULL,"268.870773","45.540902","SN Ia","0.129","3"
"PTF11jle",NULL,"317.7586","-1.118984","SN Ia","0.22","2"
"PTF11jlf",NULL,"258.955308","45.513041","SN Ia","0.2","1"
"PTF11jpv",NULL,"329.323786","3.536029","SN Ia","0.179","1"
"PTF11jri",NULL,"41.574106","-0.608213","SN Ia","0.0424","0"
"PTF11jzd",NULL,"263.795043","34.507274","SN Ia","0.24","2"
"PTF11kaw",NULL,"347.723409","13.356299","SN Ia","0.08","2"
"PTF11kdc",NULL,"6.047004","28.968358","SN Ia","0.136","2"
"PTF11kdk",NULL,"258.884556","30.893411","SN Ia","0.03","1"
"PTF11kdw",NULL,"14.262365","-26.883776","SN Ia","0.105","1"
"PTF11kfk","2011ek","36.45371","18.53333","SN Ia",NULL,"5"
"PTF11kgl",NULL,"342.870533","17.240303","SN Ia","0.116","1"
"PTF11khk",NULL,"255.741873","40.518555","SN Ia","0.03","4"
"PTF11kiu",NULL,"334.72958906","26.759526719","SN Ia","0.054","1"
"PTF11kjl",NULL,"261.17784649","73.349802415","SN Ia","0.11","1"
"PTF11kjn","2011ff","341.261925","34.004278","SN Ia","0.023343","1"
"PTF11kjr",NULL,"25.429344","13.676373","SN Ia","0.0452","1"
"PTF11kju",NULL,"43.799921","-0.183773","SN Ia","0.028","1"
"PTF11kkd",NULL,"310.738956","-10.276684","SN Ia","0.08","1"
"PTF11klo",NULL,"356.559889","-28.097382","SN Ia","0.027999","1"
"PTF11klp",NULL,"334.368387","18.284298","SN Ia","0.174","2"
"PTF11klt",NULL,"249.47928","47.355781","SN Ia","0.18","1"
"PTF11klx",NULL,"255.741873","40.518555","SN Ia","0.03","4"
"PTF11kly","2011fe","210.774208","54.273722","SN Ia","0.000804","184"
"PTF11kml",NULL,"30.263724","32.958654","SN Ia","0.082","2"
"PTF11kod",NULL,"261.908244","60.587942","SN Ia","0.188","1"
"PTF11kpb",NULL,"356.2447","31.037824","SN Ia","0.143","2"
"PTF11kpn",NULL,"261.045471","43.053436","SN Ia","0.18","1"
"PTF11kqm",NULL,"249.789964","36.730283","SN Ia","0.126","1"
"PTF11kqv",NULL,"350.471483","32.827903","SN Ia","0.1","1"
"PTF11ksk",NULL,"6.639499","3.359901","SN Ia","0.106","1"
"PTF11ksu",NULL,"240.793971","22.690156","SN Ia","0.0696","1"
"PTF11kx",NULL,"122.303607","46.313559","SN Ia","0.0459","30"
"PTF11kya",NULL,"250.458263","33.875808","SN Ia","0.17","1"
"PTF11lbc",NULL,"344.061231","32.814999","SN Ia","0.15","1"
"PTF11lcf",NULL,"329.666557","24.693532","SN Ia","0.2","1"
"PTF11lev",NULL,"268.187149","46.542312","SN Ia","0.115","1"
"PTF11lih",NULL,"347.745108","31.859947","SN Ia","0.072","2"
"PTF11liu",NULL,"264.085507","38.260137","SN Ia","0.13","1"
"PTF11lm",NULL,"44.823583","6.139535","SN Ia","0.044","1"
"PTF11lms",NULL,"350.95988","25.14147","SN Ia","0.11","1"
"PTF11lmz",NULL,"250.45833","37.51742","SN Ia","0.0615","2"
"PTF11lnb",NULL,"27.670401","21.046381","SN Ia","0.14","1"
"PTF11lpv",NULL,"127.578883","72.836421","SN Ia","0.154","1"
"PTF11lxj",NULL,"334.134391","0.473263","SN Ia","0.14","2"
"PTF11md",NULL,"52.811014","4.655859","SN Ia","0.0365","1"
"PTF11mfy",NULL,"319.318534","1.40968","SN Ia","0.065","2"
"PTF11mke",NULL,"355.350484","25.414972","SN Ia","0.035","1"
"PTF11mkx","2011he","339.194667","20.358667","SN Ia-pec","0.05","5"
"PTF11moy",NULL,"256.575266","38.538869","SN Ia","0.06","1"
"PTF11mpa",NULL,"256.298517","43.900742","SN Ia","0.032","1"
"PTF11mtf",NULL,"239.74","58.120538","SN Ia","0.18","2"
"PTF11mto",NULL,"269.797045","56.884952","SN Ia","0.0937","1"
"PTF11mty",NULL,"323.521679","10.423509","SN Ia","0.077","2"
"PTF11muc",NULL,"30.466113","-5.232206","SN Ia","0.102","2"
"PTF11muf",NULL,"26.881761","27.357792","SN Ia","0.116","1"
"PTF11mvg",NULL,"329.10327","11.272146","SN Ia","0.12","2"
"PTF11mxk",NULL,"29.043666","-5.933254","SN Ia","0.085","1"
"PTF11my",NULL,"61.180012","74.673853","SN Ia","0.092","1"
"PTF11mzs",NULL,"264.51464","38.565355","SN Ia","0.16","1"
"PTF11ncy",NULL,"268.298736","53.668518","SN Ia","0.176","1"
"PTF11nga",NULL,"322.523838","3.515115","SN Ia","0.09","4"
"PTF11nvm",NULL,"12.299136","38.799648","SN Ia","0.156","1"
"PTF11ogy",NULL,"342.073856","18.156293","SN Ia","0.1","3"
"PTF11okh","2011gu","346.511728","34.110027","SN Ia","0.019","2"
"PTF11opu",NULL,"331.958464","27.797139","SN Ia","0.07","3"
"PTF11oqn",NULL,"319.470862","12.85166","SN Ia","0.094","1"
"PTF11owc",NULL,"139.041885","49.625198","SN Ia","0.07","3"
"PTF11oyn",NULL,"332.55833","-0.849307","SN Ia","0.119","1"
"PTF11ozd",NULL,"331.903279","-0.607324","SN Ia","0.096","1"
"PTF11paw",NULL,"9.758577","42.017945","SN Ia","0.191","2"
"PTF11pbp","2011hb","351.981292","8.779361","SN Ia","0.028924","5"
"PTF11pbr",NULL,"351.669533","7.935104","SN Ia","0.119","0"
"PTF11pdi",NULL,"28.402636","20.855875","SN Ia","0.162","1"
"PTF11pdk",NULL,"120.55654","67.51217","SN Ia","0.08","2"
"PTF11pdl",NULL,"12.315869","40.049894","SN Ia","0.263","1"
"PTF11pfm",NULL,"326.057456","0.942811","SN Ia","0.0797","2"
"PTF11pfp",NULL,"29.89588","5.97211","SN Ia","0.16","1"
"PTF11pfx",NULL,"270.86471","32.32417","SN Ia","0.1","1"
"PTF11pg",NULL,"170.41678","-4.555037","SN Ia","0.0243","1"
"PTF11phk",NULL,"5.98625","29.52169","SN Ia","0.073","2"
"PTF11phm",NULL,"30.427465","27.755825","SN Ia","0.173","1"
"PTF11ppn",NULL,"323.841379","26.934648","SN Ia","0.07","1"
"PTF11pra","2011hk","34.691","-6.64175","SN Ia-pec","0.018","3"
"PTF11qbk",NULL,"22.12463","-10.866283","SN Ia","0.1","2"
"PTF11qbq",NULL,"32.465142","-10.024507","SN Ia","0.08","1"
"PTF11qcl",NULL,"331.953481","8.253243","SN Ia","0.085","1"
"PTF11qgy",NULL,"357.845367","-8.584319","SN Ia","0.08","1"
"PTF11qko",NULL,"121.85342","46.59303","SN Ia","0.0538","2"
"PTF11qmn",NULL,"37.60354","-4.57508","SN Ia","0.08","2"
"PTF11qmo",NULL,"151.707338","-7.686759","SN Ia","0.055","7"
"PTF11qnr","2011im","341.10513","-0.16714","SN Ia","0.01623","4"
"PTF11qpc",NULL,"185.022796","9.403363","SN Ia","0.091","1"
"PTF11qpg",NULL,"11.849564","-26.81751","SN Ia","0.0783","2"
"PTF11qri",NULL,"191.77617","-6.33047","SN Ia","0.055","1"
"PTF11qrv",NULL,"356.692322","-3.348195","SN Ia","0.0778","2"
"PTF11qtq",NULL,"28.782827","6.585759","SN Ia","0.15","1"
"PTF11quu",NULL,"187.481784","10.802923","SN Ia","0.086","1"
"PTF11qvc",NULL,"200.223354","42.817108","SN Ia","0.12","1"
"PTF11qvh",NULL,"176.222574","19.562481","SN Ia","0.133","1"
"PTF11qzq",NULL,"109.863512","54.230002","SN Ia","0.06","2"
"PTF11rem",NULL,"358.440723","-10.564157","SN Ia","0.0787","1"
"PTF11ri",NULL,"28.002654","14.319038","SN Ia","0.119","2"
"PTF11rj",NULL,"54.576223","-4.358268","SN Ia","0.163","1"
"PTF11rkd",NULL,"23.206067","-0.142579","SN Ia","0.145","2"
"PTF11rke",NULL,"23.222968","-0.526444","SN Ia","0.0943","2"
"PTF11rly",NULL,"194.570872","-9.866796","SN Ia","0.1","1"
"PTF11rmb",NULL,"151.359809","-6.156675","SN Ia","0.06","2"
"PTF11rnq",NULL,"35.844606","-2.677069","SN Ia","0.15","1"
"PTF11rns",NULL,"187.044789","11.46523","SN Ia","0.11","1"
"PTF11rnu",NULL,"191.363337","0.975882","SN Ia","0.082","3"
"PTF11rpc",NULL,"138.945826","49.472251","SN Ia","0.143","1"
"PTF11rpj",NULL,"132.413356","11.0583","SN Ia","0.08","1"
"PTF11rpz",NULL,"140.491763","51.04042","SN Ia","0.066","2"
"PTF11rrq",NULL,"186.011906","12.434945","SN Ia","0.083","1"
"PTF11sd",NULL,"243.570172","27.209785","SN Ia","0.046","1"
"PTF11tl",NULL,"76.015659","-17.186803","SN Ia","0.0702","1"
"PTF11v",NULL,"227.09217","49.6655","SN Ia","0.037016","2"
"PTF11vl",NULL,"247.169519","27.725818","SN Ia","0.045","2"
"PTF11wa",NULL,"70.670597","-4.273652","SN Ia","0.059775","1"
"PTF11wv",NULL,"148.733864","4.128187","SN Ia","0.09","2"
"PTF11xe",NULL,"190.654077","56.522359","SN Ia","0.14","1"
"PTF11ya","2011U","63.39125","27.543462","SN Ia","0.013356","3"
"PTF11yp",NULL,"200.470694","32.882176","SN Ia","0.121","1"
"PTF11ys",NULL,"75.851688","2.915301","SN Ia","0.1715","1"
"PTF12abl",NULL,"160.843464","12.873421","SN Ia","0.13","1"
"PTF12agy",NULL,"185.084354","64.259769","SN Ia","0.097","0"
"PTF12aki",NULL,"155.395544","5.306836","SN Ia","0.064","2"
"PTF12alp",NULL,"196.914492","6.335794","SN Ia","0.0232","1"
"PTF12aob",NULL,"117.020513","37.174376","SN Ia","0.0845","1"
"PTF12art",NULL,"256.476405","4.861795","SN Ia","0.055","1"
"PTF12ass",NULL,"227.521735","1.216158","SN Ia","0.073","2"
"PTF12ast",NULL,"192.96766","38.524905","SN Ia","0.16","1"
"PTF12asw",NULL,"196.385565","27.341501","SN Ia","0.13","1"
"PTF12awi",NULL,"150.807136","1.895396","SN Ia","0.0455","1"
"PTF12ax",NULL,"131.61908","27.41553","SN Ia","0.11","1"
"PTF12bmr",NULL,"180.02478","52.856778","SN Ia","0.064","1"
"PTF12bnb",NULL,"187.73643","9.488314","SN Ia","0.09","1"
"PTF12bod",NULL,"262.857681","31.25643","SN Ia","0.096","1"
"PTF12bok","2012bh","183.40546","46.48347","SN Ia","0.025244","1"
"PTF12box",NULL,"208.043717","46.47241","SN Ia","0.063","1"
"PTF12brj",NULL,"254.536315","30.472077","SN Ia","0.131","1"
"PTF12bsa",NULL,"205.717262","22.496613","SN Ia","0.09","1"
"PTF12btr",NULL,"191.431537","-27.37676","SN Ia","0.12","1"
"PTF12bvz",NULL,"186.71138","10.16533","SN Ia","0.182","1"
"PTF12bwc",NULL,"190.03379","9.79731","SN Ia","0.109","1"
"PTF12ccw","2012bp","244.551833","36.481333","SN Ia","0.028","3"
"PTF12ccx",NULL,"237.76082","37.049827","SN Ia","0.056","1"
"PTF12ccy",NULL,"238.280761","36.973161","SN Ia","0.085","1"
"PTF12ccz",NULL,"240.925147","36.995618","SN Ia","0.0412","2"
"PTF12cdb",NULL,"208.202172","42.662021","SN Ia","0.12","1"
"PTF12cdd",NULL,"206.989177","35.911309","SN Ia","0.2","1"
"PTF12cdq",NULL,"194.335474","35.60661","SN Ia","0.19","1"
"PTF12cgc",NULL,"201.254963","45.19389","SN Ia","0.09","2"
"PTF12chm",NULL,"227.178762","49.6279","SN Ia","0.125","1"
"PTF12cia",NULL,"192.533149","47.225503","SN Ia","0.14","2"
"PTF12cjg",NULL,"205.326091","55.452181","SN Ia","0.067","1"
"PTF12cks",NULL,"215.684065","34.254515","SN Ia","0.063","2"
"PTF12cnl",NULL,"197.780423","39.082118","SN Ia","0.047","1"
"PTF12csi",NULL,"251.807599","33.305703","SN Ia","0.0529","1"
"PTF12cyd",NULL,"204.027892","34.772851","SN Ia","0.17","1"
"PTF12czu",NULL,"213.905437","53.132423","SN Ia","0.145","1"
"PTF12dcg",NULL,"189.593172","38.663783","SN Ia","0.115","1"
"PTF12dco",NULL,"230.132226","59.195734","SN Ia","0.0749","2"
"PTF12dem",NULL,"248.819862","37.482504","SN Ia","0.2","1"
"PTF12dgy",NULL,"244.072576","40.67452","SN Ia","0.18","1"
"PTF12dhb",NULL,"244.239292","49.697359","SN Ia","0.0565","3"
"PTF12dhk",NULL,"198.796135","53.281665","SN Ia","0.07","0"
"PTF12dhl",NULL,"200.731806","52.233468","SN Ia","0.057","2"
"PTF12dhv",NULL,"187.75828","53.604404","SN Ia","0.14","1"
"PTF12dja",NULL,"201.795176","60.673563","SN Ia","0.166","3"
"PTF12dlz",NULL,"205.828822","61.807069","SN Ia","0.0324","3"
"PTF12dst",NULL,"228.640814","44.623338","SN Ia","0.192","5"
"PTF12dsu",NULL,"221.579674","43.645828","SN Ia","0.157882","1"
"PTF12dwm",NULL,"199.574015","35.707134","SN Ia","0.0532","3"
"PTF12dxf",NULL,"238.097858","45.325603","SN Ia","0.12","1"
"PTF12dxm",NULL,"208.360322","43.913504","SN Ia","0.063","3"
"PTF12dyr",NULL,"236.65264","50.464691","SN Ia","0.14","1"
"PTF12dyv",NULL,"187.888741","55.339997","SN Ia","0.12","1"
"PTF12eab",NULL,"201.39381","43.36264","SN Ia","0.16","1"
"PTF12eac",NULL,"253.344095","36.273136","SN Ia","0.088","1"
"PTF12eaj",NULL,"254.233867","38.75516","SN Ia","0.1","1"
"PTF12ebv",NULL,"188.099617","33.863665","SN Ia","0.132","1"
"PTF12ecj",NULL,"209.411619","36.334347","SN Ia","0.061429","2"
"PTF12eck",NULL,"188.439694","36.125037","SN Ia","0.17","1"
"PTF12ecm",NULL,"239.088792","36.537161","SN Ia","0.0664","2"
"PTF12ecr",NULL,"218.943822","45.188798","SN Ia","0.069","2"
"PTF12edl",NULL,"223.583827","49.588478","SN Ia","0.09","1"
"PTF12eer",NULL,"192.885428","40.444668","SN Ia","0.0658","2"
"PTF12efl",NULL,"223.15424","31.07073","SN Ia","0.15","1"
"PTF12efn",NULL,"186.026672","53.705601","SN Ia","0.061","2"
"PTF12egm",NULL,"178.424499","47.295248","SN Ia","0.1008","1"
"PTF12egr",NULL,"189.892404","47.537211","SN Ia","0.132","1"
"PTF12ejf",NULL,"205.638062","32.878273","SN Ia","0.17","1"
"PTF12ejg",NULL,"216.695436","38.97086","SN Ia","0.15","1"
"PTF12ekl",NULL,"192.957416","44.400397","SN Ia","0.12","1"
"PTF12elc",NULL,"218.704479","41.882311","SN Ia","0.131","1"
"PTF12elj",NULL,"194.582904","44.675077","SN Ia","0.15","1"
"PTF12emh",NULL,"224.011984","36.243206","SN Ia","0.0473","1"
"PTF12emp",NULL,"198.473573","34.116572","SN Ia","0.03","2"
"PTF12emv",NULL,"249.524547","32.011354","SN Ia","0.0975","2"
"PTF12ena","2012cp","206.757081","33.893156","SN Ia","0.0166","6"
"PTF12enh",NULL,"194.229043","36.247827","SN Ia","0.138","1"
"PTF12eof",NULL,"212.036529","31.914729","SN Ia","0.106","1"
"PTF12epf",NULL,"207.502755","33.256074","SN Ia","0.08","1"
"PTF12eph",NULL,"225.306151","47.560727","SN Ia","0.106","0"
"PTF12eqx",NULL,"228.895173","40.343571","SN Ia","0.1115","1"
"PTF12esv",NULL,"245.987183","37.323684","SN Ia","0.033","2"
"PTF12etn",NULL,"195.566276","36.288733","SN Ia","0.1","1"
"PTF12eut",NULL,"240.009605","33.065257","SN Ia","0.089","1"
"PTF12evo",NULL,"179.408603","37.447155","SN Ia","0.065","1"
"PTF12ewk",NULL,"247.24114","39.319725","SN Ia","0.034","1"
"PTF12exf",NULL,"208.353208","31.806225","SN Ia","0.136","1"
"PTF12fhn",NULL,"230.826718","10.517761","SN Ia","0.125","1"
"PTF12fir",NULL,"242.376781","15.785267","SN Ia","0.1333","2"
"PTF12fjx",NULL,"241.070608","47.302686","SN Ia","0.042","2"
"PTF12fkj",NULL,"251.166921","12.247379","SN Ia","0.064","2"
"PTF12fkk",NULL,"220.881168","10.348018","SN Ia","0.056","2"
"PTF12fll",NULL,"218.421636","7.155974","SN Ia","0.12","2"
"PTF12fls",NULL,"240.088946","22.842912","SN Ia","0.1071","2"
"PTF12for",NULL,"335.081437","41.677217","SN Ia","0.06","1"
"PTF12fsd",NULL,"221.909479","13.556904","SN Ia","0.069","1"
"PTF12fut",NULL,"234.266276","14.76168","SN Ia","0.092","1"
"PTF12fuu",NULL,"226.168307","6.072504","SN Ia","0.035","2"
"PTF12fxd",NULL,"246.393381","33.718255","SN Ia","0.119","2"
"PTF12fxn",NULL,"221.76347","9.657197","SN Ia","0.0503","1"
"PTF12fzf",NULL,"42.893882","40.734454","SN Ia","0.03","1"
"PTF12gaw",NULL,"225.499164","17.776193","SN Ia","0.1153","2"
"PTF12gax",NULL,"251.269215","12.191746","SN Ia","0.127","2"
"PTF12gaz",NULL,"234.41624","6.616118","SN Ia","0.071","1"
"PTF12gba",NULL,"226.209895","11.677069","SN Ia","0.17","2"
"PTF12gbr",NULL,"246.156684","9.320144","SN Ia","0.16","2"
"PTF12gco",NULL,"225.03033","9.820412","SN Ia","0.15","1"
"PTF12gdq",NULL,"227.897143","9.709456","SN Ia","0.033","4"
"PTF12ggb",NULL,"234.606839","31.535787","SN Ia","0.06","2"
"PTF12ghy","2012ds","245.941333","9.78675","SN Ia","0.034","5"
"PTF12gix",NULL,"11.764454","41.502152","SN Ia","0.11","1"
"PTF12giy",NULL,"348.930714","0.418972","SN Ia","0.029","3"
"PTF12gkn",NULL,"231.41596","9.651573","SN Ia","0.077","2"
"PTF12gmf",NULL,"234.806755","8.457071","SN Ia","0.1253","2"
"PTF12gmq",NULL,"242.631527","36.291682","SN Ia","0.10134","1"
"PTF12gmu",NULL,"238.721047","31.9885","SN Ia","0.115","1"
"PTF12gmv",NULL,"41.255981","-0.730128","SN Ia","0.0543","2"
"PTF12gmy",NULL,"226.232146","3.487221","SN Ia","0.101","2"
"PTF12gnw",NULL,"255.298259","33.001634","SN Ia","0.1","2"
"PTF12gpd",NULL,"219.113494","7.252343","SN Ia","0.116","1"
"PTF12gqh",NULL,"7.199497","3.486775","SN Ia","0.051","2"
"PTF12gqk",NULL,"228.727425","24.83805","SN Ia","0.18","1"
"PTF12gqy",NULL,"231.065871","11.27652","SN Ia","0.097","1"
"PTF12grb",NULL,"238.892715","18.742483","SN Ia","0.1367","2"
"PTF12grk",NULL,"24.148003","34.03283","SN Ia","0.0677","2"
"PTF12grm",NULL,"232.719224","15.723672","SN Ia","0.115","1"
"PTF12gsz",NULL,"242.580791","17.449127","SN Ia","0.091","2"
"PTF12gtf",NULL,"312.37268","10.582807","SN Ia","0.06","2"
"PTF12gui",NULL,"237.529465","35.17988","SN Ia","0.091","1"
"PTF12guy",NULL,"252.06391","30.430709","SN Ia","0.144","2"
"PTF12gvd",NULL,"46.124801","34.920823","SN Ia","0.12","1"
"PTF12gvq",NULL,"62.496628","28.010901","SN Ia","0.042","1"
"PTF12gwj",NULL,"229.709073","11.675581","SN Ia","0.15","1"
"PTF12gxc",NULL,"227.969026","6.163085","SN Ia","0.077","2"
"PTF12gxk",NULL,"251.222685","29.744032","SN Ia","0.15","1"
"PTF12gyr",NULL,"257.973205","27.61951","SN Ia","0.106","1"
"PTF12gzt",NULL,"241.069737","36.379909","SN Ia","0.15","2"
"PTF12hdb",NULL,"323.475099","0.149284","SN Ia","0.121","3"
"PTF12hdq",NULL,"239.66388","5.266231","SN Ia","0.0658","1"
"PTF12hmx",NULL,"341.787551","0.174436","SN Ia","0.0851","1"
"PTF12hnl",NULL,"110.796525","73.338857","SN Ia","0.048","1"
"PTF12hnm","2012dq","118.731167","72.609611","SN Ia","0.012","2"
"PTF12hnr",NULL,"351.064176","-5.21111","SN Ia","0.1883","3"
"PTF12hod",NULL,"109.665116","72.187908","SN Ia","0.067","1"
"PTF12hpc",NULL,"4.408328","-5.38264","SN Ia","0.065","1"
